cgpa,aptitude,communication,skills,internships,projects,shortlisted
7.28,92,79,6,0,3,1
7.66,50,77,4,0,3,0
8.66,75,75,4,1,3,1
7.9,57,65,6,2,4,0
7.99,62,71,7,0,3,1
7.28,57,62,3,1,0,0
8.61,59,71,7,1,3,0
7.61,100,41,6,0,2,0
6.34,82,77,4,1,0,1
8.6,86,70,4,2,3,1
7.9,77,67,2,0,2,0
6.76,45,74,1,2,3,0
6.72,75,53,5,1,2,0
7.5,86,97,3,2,4,1
7.66,57,70,3,0,6,1
7.4,84,70,6,2,3,1
7.51,80,59,5,0,4,0
8.9,97,72,5,1,5,1
8.27,63,90,3,0,3,0
7.39,53,85,6,3,2,1
8.14,64,83,7,2,2,1
6.17,91,79,5,0,3,0
7.6,42,67,7,0,4,0
9.01,38,53,6,0,0,0
6.98,71,69,6,0,5,0
6.35,63,68,6,1,1,0
6.55,70,85,3,2,5,1
6.11,84,76,4,3,6,1
6.42,61,92,2,4,6,0
6.83,41,87,1,2,5,0
5.79,100,66,3,0,1,0
7.22,55,48,7,1,4,1
8.1,54,90,4,1,2,0
6.29,86,89,8,1,5,1
8.72,64,54,5,1,2,0
7.71,69,91,4,4,2,1
8.23,77,76,5,3,5,0
6.54,86,74,3,0,0,1
8.05,64,92,8,0,2,0
6.11,92,89,6,2,3,1
8.09,37,80,1,2,4,1
7.37,81,78,7,0,4,1
7.75,57,80,6,2,4,1
6.02,90,66,3,2,5,0
6.3,72,71,5,1,1,0
7.8,59,60,5,0,3,1
6.25,79,67,3,3,4,1
7.66,83,67,6,2,4,1
5.83,79,63,3,0,3,0
8.05,54,73,5,2,0,1
5.97,62,67,1,2,1,0
7.75,69,78,8,3,1,1
7.83,69,50,6,0,2,0
6.5,81,70,3,4,1,0
7.78,39,73,4,0,3,0
7.46,75,67,3,1,2,0
6.66,65,69,6,2,4,0
6.19,57,51,2,1,5,0
5.24,58,76,6,1,3,0
7.55,66,80,7,3,3,0
5.64,30,78,5,1,6,0
7.3,59,85,3,1,3,0
6.94,56,74,4,0,6,0
7.88,77,78,5,0,1,0
6.9,57,74,5,0,5,0
6.87,66,80,5,4,3,0
7.93,93,51,5,2,0,1
7.54,84,60,4,4,6,1
7.52,83,92,7,0,6,1
7.67,62,40,3,2,3,0
5.66,78,70,5,0,6,0
7.96,66,87,6,2,1,0
7.81,67,70,2,1,4,0
6.18,76,66,6,0,2,0
6.96,61,73,6,1,2,0
7.16,92,67,5,0,4,0
7.07,67,72,1,2,3,0
7.53,79,63,3,2,0,1
8.63,91,86,4,2,3,1
8.28,85,90,4,4,2,0
5.89,48,70,8,1,4,0
7.82,76,53,5,1,2,1
8.53,82,65,4,2,5,1
7.59,83,69,7,1,2,1
8.29,53,78,6,0,3,0
9.21,60,58,4,2,2,1
8.22,84,62,4,0,4,0
7.45,58,78,3,0,1,0
8.25,65,84,8,0,3,1
7.34,93,63,5,0,2,0
7.22,69,54,7,0,5,1
6.85,59,100,4,0,1,0
8.76,56,82,7,1,5,1
6.38,74,68,2,0,2,0
8.73,50,83,8,0,1,1
7.7,66,70,7,2,2,1
5.8,74,83,4,0,1,0
7.57,89,74,6,0,3,1
5.1,80,73,6,1,6,1
7.83,59,70,7,0,0,0
8.09,87,53,4,0,3,0
6.61,65,97,5,1,3,0
7.32,51,59,7,2,2,1
9.15,67,54,6,1,2,0
6.69,91,69,4,3,5,1
6.14,72,59,6,1,0,0
8.68,70,71,2,1,4,0
9.16,94,80,6,0,2,1
7.2,48,84,3,2,3,0
8.21,50,82,4,0,3,0
8.54,45,68,5,1,2,1
6.46,75,72,4,1,1,1
6.71,72,77,5,2,1,1
8.43,93,49,5,3,2,1
8.89,73,79,4,3,5,1
7.76,63,53,3,0,1,1
6.32,70,98,6,0,4,0
9.19,71,66,4,2,2,1
6.67,44,69,5,1,5,0
6.86,100,61,5,1,3,1
7.54,77,63,7,2,2,1
8.75,73,100,6,1,6,1
8.05,79,84,2,4,2,1
7.61,80,51,6,1,3,1
7.66,67,91,8,1,3,1
7.24,60,87,5,1,3,1
7.76,78,68,8,2,6,1
4.67,75,75,5,1,5,0
6.9,57,71,5,1,5,0
7.44,91,97,4,4,6,1
6.05,74,61,5,1,3,0
7.59,80,73,3,1,1,0
7.0,90,66,3,2,4,0
8.96,70,53,1,2,3,1
8.77,74,100,4,0,2,1
6.73,82,56,4,1,3,0
7.05,59,74,5,2,6,1
7.13,70,49,4,1,2,0
6.75,71,66,8,2,5,0
7.4,55,77,4,1,3,0
6.44,100,61,4,4,1,0
6.07,48,79,3,0,5,0
7.82,50,68,4,0,6,1
7.83,89,87,2,1,2,0
6.4,80,89,5,1,2,0
8.1,54,64,6,0,3,1
6.57,79,72,3,0,5,0
7.45,92,74,4,2,0,0
8.02,69,80,1,1,2,0
7.17,100,72,6,1,4,1
7.65,44,74,6,2,3,0
6.68,80,68,2,2,2,1
7.0,87,73,4,1,5,1
6.99,83,88,8,1,5,1
6.45,66,80,4,1,6,0
7.02,65,81,5,3,2,1
5.65,76,81,4,3,5,0
6.71,82,70,5,0,4,1
6.92,79,76,8,0,2,0
6.94,85,57,8,0,4,1
6.96,54,88,6,1,0,0
7.14,66,35,4,1,4,0
7.68,55,70,5,2,4,0
8.07,64,86,4,0,4,1
6.55,85,54,8,2,2,0
6.0,71,77,6,3,4,1
6.16,100,63,4,2,2,0
6.71,72,67,1,0,6,1
6.85,70,84,5,1,4,1
6.43,71,74,8,1,1,1
5.9,60,45,5,3,2,0
6.74,69,59,3,1,4,0
7.38,86,84,1,1,3,1
7.8,71,77,4,1,4,0
6.64,58,94,7,1,2,1
6.79,56,93,8,2,4,0
6.27,63,67,7,0,2,0
7.17,71,100,6,1,3,1
6.35,87,72,5,0,6,1
7.77,49,59,5,0,4,0
5.41,65,63,5,2,0,0
6.84,72,42,6,0,6,0
7.5,42,92,4,0,2,0
7.38,57,92,5,2,4,0
9.89,59,58,3,2,3,0
7.55,58,69,4,0,2,1
6.2,72,73,6,1,2,0
7.1,67,59,7,0,2,0
5.42,61,49,5,0,5,0
7.12,76,69,2,1,5,1
6.37,95,67,7,0,3,1
8.12,94,66,6,4,1,1
6.65,41,74,4,0,5,0
7.08,78,90,5,2,3,1
6.56,67,68,4,2,3,0
8.94,72,74,5,4,3,1
6.88,64,81,7,1,3,1
9.03,71,79,3,3,3,1
8.01,72,64,3,4,4,1
7.68,61,73,1,0,3,0
7.57,56,79,4,1,5,0
7.59,63,57,3,0,2,0
5.27,73,88,3,1,3,0
6.92,78,90,1,1,2,0
8.05,82,62,3,0,4,0
7.15,62,74,4,2,1,0
5.79,74,80,2,0,2,0
7.15,84,64,5,2,5,1
8.9,87,78,5,0,2,0
8.45,69,74,3,2,4,0
7.14,66,52,5,0,6,0
8.15,72,77,8,0,3,1
6.83,52,57,7,2,2,0
5.5,67,84,1,0,2,0
6.28,81,63,6,1,5,1
8.76,79,69,4,3,3,1
6.93,65,89,2,0,4,0
6.96,73,78,4,2,4,0
6.9,57,57,4,0,3,0
9.1,80,58,5,0,4,0
8.83,68,64,5,0,2,0
9.42,65,77,6,4,3,1
7.04,64,76,4,0,4,0
7.5,69,61,4,3,2,0
5.68,63,56,4,4,2,0
8.68,79,75,4,1,4,1
6.03,64,69,8,1,4,1
7.42,93,100,6,2,3,1
6.1,91,72,8,1,4,1
6.61,56,95,5,0,3,0
6.36,71,56,4,1,5,0
6.59,60,51,4,2,4,1
6.66,65,57,5,2,2,0
6.65,100,87,4,0,3,0
8.03,65,94,6,0,4,1
6.1,75,61,5,3,5,1
7.42,78,66,4,0,2,0
8.42,54,56,6,2,3,1
6.69,57,48,7,0,1,0
6.48,51,81,4,2,2,0
6.97,56,74,5,3,4,0
8.38,30,72,2,0,1,0
7.39,78,53,5,0,4,0
6.67,100,93,2,1,5,1
7.68,72,65,1,0,6,0
6.1,48,78,5,1,2,0
7.88,60,53,4,2,4,0
7.61,63,69,6,0,6,1
6.89,54,75,7,1,1,0
6.36,82,76,3,2,3,0
6.31,82,74,6,1,5,1
7.73,52,78,5,0,2,0
8.43,80,57,3,2,6,0
6.56,92,74,5,2,3,0
7.66,98,73,5,1,1,0
5.11,100,75,5,0,3,1
6.62,56,72,7,0,2,0
7.17,100,55,5,2,2,1
6.29,64,54,8,2,3,0
6.26,61,43,5,2,3,0
6.53,74,82,3,0,3,0
7.49,61,82,5,1,1,0
7.01,75,82,3,2,5,1
4.96,50,75,5,1,3,0
5.08,66,44,5,0,5,0
6.59,89,58,5,1,5,0
7.66,69,74,3,2,2,0
4.45,72,73,5,0,0,0
6.7,77,69,3,1,5,0
6.67,87,76,5,1,4,1
8.59,45,72,6,1,1,0
6.81,78,73,8,2,4,1
7.58,65,63,3,1,0,0
7.34,72,84,5,0,0,0
5.07,85,66,5,0,3,0
7.97,52,54,7,1,1,1
7.42,54,61,5,0,6,1
7.71,40,67,3,1,5,1
10.0,61,84,4,2,4,1
5.12,89,71,5,0,1,0
8.92,68,69,6,1,2,1
6.91,49,55,7,1,3,0
7.49,62,82,3,0,3,0
7.15,47,63,8,1,2,0
6.78,53,70,2,3,3,0
6.63,75,91,8,1,3,1
7.53,52,78,7,1,6,1
5.68,86,50,5,0,6,1
7.95,68,48,6,0,3,0
6.78,71,71,2,0,4,0
6.07,65,56,2,2,1,0
6.75,81,80,3,1,2,1
8.46,81,72,3,0,5,0
6.66,75,74,5,2,4,0
7.56,78,62,3,0,2,0
6.47,66,94,7,0,3,1
7.96,78,100,4,1,6,1
7.89,64,68,5,0,2,0
9.05,70,76,5,1,2,1
7.02,65,73,4,0,6,0
7.87,63,68,4,1,3,1
7.3,59,61,4,3,3,0
8.5,77,57,6,3,2,1
6.48,89,57,5,2,5,1
7.95,87,77,4,3,5,1
7.01,51,65,6,1,3,0
7.14,89,38,2,1,0,1
7.29,65,77,5,1,3,1
7.45,79,71,4,2,2,1
7.08,56,89,6,1,1,1
7.41,72,76,7,0,3,0
8.78,74,52,6,2,1,0
8.19,47,43,4,2,6,1
8.07,79,62,3,2,0,0
6.74,90,63,6,0,3,0
6.31,67,84,5,0,2,0
8.16,90,71,2,0,4,1
8.08,67,86,6,1,1,0
8.67,82,54,4,0,3,0
6.6,36,84,2,1,4,0
6.97,100,81,7,0,6,1
5.56,92,45,5,0,4,0
6.81,65,89,4,2,1,0
8.2,40,73,6,3,1,0
6.73,74,77,7,0,4,1
7.84,48,60,1,1,2,0
7.01,76,88,5,0,3,0
7.52,76,56,6,0,6,0
6.05,55,82,3,2,5,0
7.29,86,82,5,2,5,0
4.21,82,59,3,2,5,0
7.01,84,97,6,1,4,1
5.57,70,75,6,3,4,0
8.41,48,80,3,0,3,1
7.98,84,52,6,0,6,1
7.67,65,99,6,0,2,1
8.72,49,56,4,2,3,0
6.25,90,85,5,0,2,1
8.95,100,59,1,0,1,0
8.13,69,63,7,1,3,1
6.96,100,82,5,0,3,1
8.34,71,85,5,0,3,1
6.09,64,55,5,0,3,0
6.38,60,86,5,0,3,0
6.59,94,85,7,2,1,1
6.67,58,59,5,1,3,1
6.14,81,92,7,0,5,0
8.42,61,53,5,0,2,0
6.94,63,63,3,2,3,0
7.55,85,78,7,1,3,0
6.63,64,60,5,2,5,0
5.38,63,75,5,1,4,0
7.47,86,75,8,0,1,0
5.29,93,69,2,4,5,0
7.13,79,82,4,1,5,0
5.83,60,69,4,0,4,0
9.19,62,75,5,1,3,1
8.11,71,86,6,0,4,0
7.31,74,82,8,0,3,1
8.46,55,82,5,3,4,1
6.35,80,57,6,3,5,1
7.74,71,78,7,0,5,0
7.4,44,60,5,1,3,0
7.46,56,55,4,2,5,1
8.47,62,71,5,0,1,0
7.93,68,60,8,1,1,0
7.49,98,82,8,2,3,0
5.55,73,82,5,2,4,1
6.24,57,47,7,2,2,0
7.08,73,61,3,2,3,0
7.29,64,53,4,4,1,0
6.07,74,65,8,0,4,0
9.61,78,77,3,3,5,1
8.72,88,68,3,0,4,0
7.8,69,64,4,0,3,0
7.27,94,88,5,0,6,1
6.99,83,42,5,2,4,0
6.25,59,88,4,0,5,0
7.28,100,64,7,2,4,1
7.46,74,70,7,1,6,1
5.96,57,65,4,0,5,0
7.53,94,92,4,2,3,1
7.04,100,55,6,3,3,1
5.29,69,72,5,2,4,0
6.34,62,78,4,0,3,0
6.79,67,51,4,3,4,0
9.09,80,60,4,2,2,0
7.76,89,70,4,1,3,1
5.86,78,60,5,0,3,0
7.69,71,61,5,1,5,0
5.65,92,67,6,3,4,1
8.28,65,80,6,0,1,1
6.73,85,67,4,0,2,1
7.11,65,86,6,3,0,1
8.53,76,59,1,0,0,0
5.91,68,55,5,3,2,0
5.8,69,97,6,0,4,1
6.62,64,63,5,1,5,0
8.24,90,54,5,0,3,0
5.68,59,49,5,3,3,0
4.37,58,85,7,2,4,0
6.75,100,67,5,3,6,1
7.75,84,68,6,2,5,1
8.4,34,69,8,0,1,1
6.74,61,85,6,0,2,1
6.79,42,69,5,1,0,0
8.35,55,100,2,1,4,0
5.33,30,73,4,3,4,0
6.81,67,85,5,1,2,0
7.39,52,82,6,2,5,1
7.65,70,71,4,4,3,1
6.69,45,64,8,0,6,0
7.23,71,76,4,3,0,0
4.71,63,78,6,1,1,0
6.54,92,64,4,2,2,1
7.65,91,74,5,0,0,0
6.22,81,88,6,0,4,1
7.26,65,98,4,0,1,1
7.65,99,83,3,4,4,1
6.86,46,96,5,2,1,0
7.37,48,63,5,0,2,0
6.24,68,81,6,4,5,1
6.99,100,89,8,1,6,1
7.81,66,60,2,3,3,1
7.36,67,65,5,0,6,0
6.61,48,94,5,1,4,0
7.42,84,59,8,2,3,1
7.91,84,54,7,0,5,1
5.15,81,91,6,1,2,1
8.36,60,87,5,1,2,0
6.86,59,77,3,0,4,0
7.63,50,71,4,0,3,0
8.4,71,66,5,4,1,1
5.83,53,75,6,0,1,0
6.49,52,92,5,0,4,1
6.91,63,75,6,1,4,0
6.42,62,100,4,2,3,1
8.93,61,60,6,2,5,1
6.34,76,71,3,2,3,1
6.64,71,67,3,0,4,0
7.4,65,57,3,1,5,0
6.0,72,70,7,2,5,1
6.8,55,77,2,3,3,0
7.52,71,78,6,1,4,1
6.87,72,100,4,0,3,0
7.11,47,78,5,1,4,0
6.67,84,86,7,0,2,0
5.69,56,72,5,2,3,0
7.52,71,93,3,0,2,0
8.95,87,100,4,0,0,1
7.22,83,78,7,1,3,0
7.43,70,59,4,1,5,0
7.89,64,64,5,1,0,0
5.93,84,75,5,1,2,0
8.9,80,77,4,2,3,1
7.4,60,81,3,1,4,1
8.83,58,77,5,1,2,1
6.47,38,72,6,0,1,0
9.02,72,63,4,1,3,1
7.98,68,77,6,1,5,0
7.75,87,96,7,1,0,1
7.43,75,85,7,2,2,1
6.95,90,78,3,1,4,0
8.4,59,85,4,2,1,0
7.34,87,67,7,1,2,1
5.23,62,65,3,1,3,0
6.08,81,62,1,2,6,1
7.01,48,70,7,0,2,0
7.51,73,66,4,1,3,1
7.14,40,87,4,1,3,1
8.42,65,65,4,0,5,0
5.25,76,61,6,1,1,0
7.34,62,97,4,1,3,0
5.38,54,66,7,4,5,0
7.96,82,73,5,3,6,1
7.11,68,77,5,0,4,0
7.62,62,57,4,1,3,0
6.34,70,88,4,0,3,0
8.48,100,80,5,0,3,1
8.24,87,92,4,2,4,1
7.78,87,63,7,0,4,1
7.07,76,73,5,0,5,0
7.78,72,72,5,3,3,1
6.49,34,75,4,2,4,0
8.06,59,53,6,2,5,1
8.85,62,73,4,3,6,1
8.27,41,53,4,2,4,0
6.47,52,76,7,0,4,0
7.56,40,44,5,1,3,0
5.91,69,47,5,1,2,0
7.77,82,82,5,0,1,0
7.65,86,64,6,2,3,1
5.33,76,59,4,1,2,0
6.04,55,88,2,0,3,0
6.92,41,76,6,0,4,0
6.9,43,83,3,0,3,1
5.99,50,69,6,3,0,0
7.59,56,100,3,1,1,1
7.45,67,64,4,1,1,0
7.01,54,94,2,1,2,0
6.44,75,71,5,2,6,1
8.25,66,50,5,2,2,1
8.86,70,78,3,1,2,0
6.72,87,76,4,3,1,1
6.59,52,58,7,4,4,1
7.69,76,60,4,4,4,1
6.84,69,71,6,2,2,0
7.06,64,76,7,3,5,1
7.94,83,39,8,1,5,0
5.29,83,85,7,3,2,1
8.52,55,65,4,3,3,1
7.27,67,54,8,3,3,1
6.79,74,84,6,2,2,1
7.11,65,71,6,1,5,1
7.16,78,87,1,0,1,1
5.47,74,77,8,0,3,0
8.69,97,71,6,2,3,0
7.24,47,70,6,0,3,1
7.64,68,78,3,1,5,0
8.15,56,66,4,1,2,0
6.18,79,60,8,1,1,0
7.67,45,79,5,3,4,0
6.93,75,70,4,2,2,0
8.05,60,72,6,2,1,0
5.07,58,86,3,1,3,0
7.1,48,70,4,2,2,0
6.6,63,72,4,0,3,0
7.63,86,64,4,0,2,0
7.67,69,77,4,3,1,1
6.49,79,76,3,2,3,1
6.49,94,83,3,2,0,1
7.09,73,64,5,1,6,0
6.3,61,66,7,1,2,1
8.04,77,82,5,1,4,1
6.83,61,75,4,0,5,0
4.29,62,60,3,1,2,0
6.83,47,88,6,1,4,0
6.16,83,49,8,1,5,1
5.57,64,82,4,1,2,0
5.96,72,55,4,4,6,0
7.31,54,96,5,2,0,0
8.53,76,51,6,3,2,0
7.51,58,86,5,1,4,0
6.59,67,70,5,1,2,0
7.66,83,67,6,0,4,1
6.74,81,74,8,0,5,1
6.51,69,80,3,1,6,1
6.05,43,60,8,1,3,0
5.45,100,61,4,2,6,0
6.81,96,80,6,1,3,1
7.36,80,49,5,3,2,0
7.1,58,64,5,4,3,0
6.78,68,100,5,0,4,0
6.25,61,59,4,1,3,0
7.81,88,86,3,2,3,1
5.88,73,64,5,0,3,0
7.98,58,78,5,0,3,1
6.2,62,80,3,2,6,0
6.45,86,86,7,4,3,1
5.73,94,69,3,2,2,1
6.7,92,97,4,1,4,0
8.18,81,64,3,1,2,1
7.72,66,75,5,1,5,1
8.18,30,75,4,1,1,0
7.72,74,57,5,1,2,0
6.1,69,68,3,0,1,0
6.87,72,74,2,3,1,0
6.42,70,66,6,2,4,1
8.53,50,100,5,2,3,0
6.0,78,61,4,3,5,1
8.09,79,87,2,0,3,0
8.09,80,83,7,0,2,1
9.03,84,71,3,2,4,1
6.79,79,60,7,4,4,1
7.91,63,62,5,1,4,0
9.48,68,65,4,0,4,0
6.58,71,48,6,2,2,0
5.66,71,58,7,0,4,0
5.32,84,52,4,1,3,0
7.91,79,89,4,0,3,0
5.32,100,80,4,3,6,1
6.83,100,82,7,1,3,1
7.64,71,79,5,3,4,1
7.39,30,74,4,0,3,0
7.63,88,90,3,1,1,0
7.42,61,64,4,3,3,0
8.48,57,73,4,0,3,0
6.25,64,81,4,1,3,1
6.52,63,54,5,1,3,0
6.43,79,100,3,2,5,0
8.03,46,72,4,0,0,0
8.1,53,73,5,1,2,0
7.65,75,88,4,2,5,1
8.38,79,83,2,1,6,1
6.02,79,72,3,0,3,0
8.87,58,73,3,2,5,1
8.72,55,52,6,1,2,0
7.94,62,64,5,0,2,0
8.98,73,78,2,1,5,0
5.54,92,77,4,3,5,0
6.68,39,87,4,0,2,1
6.46,66,70,5,1,1,0
7.92,50,53,5,2,1,0
6.15,45,85,5,0,2,0
7.96,84,90,4,0,4,1
8.57,78,83,3,1,3,1
7.9,76,69,6,2,3,1
7.48,83,85,7,0,3,1
6.21,62,100,7,2,5,1
6.35,63,73,2,2,1,1
8.45,100,54,6,0,4,1
7.98,66,64,6,1,6,0
7.16,81,80,7,4,2,1
6.78,70,51,4,0,5,0
5.17,42,74,6,1,4,0
6.13,39,76,2,1,0,0
9.11,61,91,5,0,2,1
5.92,85,89,4,0,4,0
7.39,81,83,6,0,3,1
8.21,83,43,7,0,3,0
5.95,55,83,4,0,2,0
7.38,94,81,5,2,4,1
8.14,55,75,3,4,2,1
7.21,73,49,4,0,3,0
10.0,69,61,4,1,3,0
5.53,67,56,3,0,4,0
8.26,90,45,7,0,1,0
7.03,59,71,3,0,2,0
7.97,49,61,5,1,2,0
7.64,70,100,7,3,1,1
6.47,64,69,7,1,2,1
7.43,100,88,6,1,4,1
5.34,80,51,3,0,4,0
7.8,63,65,6,0,4,1
7.5,54,73,4,3,3,0
7.84,41,60,7,0,1,0
8.26,54,66,6,4,6,1
7.57,71,69,6,0,2,0
7.35,91,68,3,1,4,0
6.32,86,96,5,4,5,1
6.49,73,76,6,0,4,0
8.39,65,78,7,1,2,1
8.64,74,79,1,2,2,1
6.96,62,79,7,0,0,0
7.25,95,70,2,2,4,1
6.3,67,67,5,0,4,0
8.37,68,74,5,0,4,1
7.87,36,87,3,0,0,0
9.14,67,86,2,3,5,1
6.32,82,68,6,0,4,1
6.82,53,81,4,0,1,0
7.43,58,69,3,1,2,0
7.85,81,72,6,0,4,1
6.98,47,65,6,1,3,0
6.33,85,69,5,0,1,0
8.08,62,89,3,2,1,1
7.92,64,73,1,1,4,0
6.28,53,73,6,1,2,0
8.56,75,53,5,0,2,0
8.37,100,67,5,1,5,0
7.33,81,68,6,2,4,1
7.28,57,61,4,0,4,0
7.75,87,72,3,0,3,0
6.34,65,66,7,0,3,0
7.23,90,73,5,2,4,1
5.05,82,73,5,4,6,1
8.08,30,59,7,0,2,0
5.64,54,66,7,0,2,0
8.7,84,73,5,0,1,0
6.87,72,87,4,0,4,0
6.99,54,75,8,1,3,0
6.57,60,63,5,3,1,0
6.91,41,77,4,0,3,0
8.62,68,94,5,2,2,1
4.71,100,83,4,1,2,1
8.48,82,79,7,2,6,1
7.54,100,81,5,1,4,1
5.99,83,90,6,0,0,0
6.12,85,85,6,3,2,1
8.88,99,79,6,0,0,0
6.25,75,85,6,1,4,1
6.05,67,57,7,3,3,1
8.34,85,52,4,0,6,0
7.54,91,74,3,1,4,0
6.26,62,72,6,2,3,0
7.42,59,64,5,4,5,0
6.17,72,82,3,2,4,0
8.3,82,47,3,0,2,0
8.26,81,65,3,2,3,1
7.73,48,65,6,2,3,0
7.56,98,50,6,2,3,1
8.96,60,91,3,3,2,1
7.2,66,54,6,0,2,0
6.02,56,64,4,0,2,0
7.65,100,83,6,1,0,1
9.29,73,80,5,4,5,1
6.19,57,57,6,1,4,1
6.84,82,80,4,4,4,1
7.62,81,75,4,3,3,1
7.15,67,100,6,3,4,1
6.22,82,77,2,3,6,1
8.32,57,70,8,3,3,1
9.52,62,60,5,2,4,1
7.4,39,62,4,2,3,0
6.3,50,61,5,0,5,0
5.65,97,89,3,0,5,1
7.46,94,72,5,0,5,0
8.3,70,79,8,0,0,1
7.68,94,91,4,0,2,1
7.2,67,41,6,3,1,0
6.61,66,88,4,2,3,1
6.11,70,72,5,0,3,0
8.03,68,77,3,2,2,1
8.11,66,61,5,1,4,0
5.65,87,62,8,0,2,1
8.79,72,78,3,3,5,1
7.77,80,100,5,0,2,0
8.6,85,85,5,2,3,1
5.86,75,88,5,0,4,1
5.83,55,69,5,1,4,0
7.05,49,64,5,2,1,0
7.7,72,61,1,0,5,0
9.0,67,65,7,4,3,1
7.91,71,45,6,0,5,1
6.96,69,62,3,1,5,1
6.17,100,64,4,3,3,1
8.43,50,69,6,3,5,1
6.24,40,73,8,0,5,1
8.83,74,76,8,0,6,1
6.92,64,71,7,2,5,0
8.79,74,64,3,0,5,1
7.88,78,46,7,1,3,1
7.06,89,64,7,2,2,1
6.68,47,59,4,1,5,0
6.86,61,78,4,0,4,0
7.63,76,83,5,1,2,1
7.28,81,84,5,3,2,1
6.61,100,81,4,1,4,0
7.03,84,70,1,2,3,1
7.28,69,65,3,0,1,0
5.07,56,62,4,0,1,0
7.66,61,52,4,0,4,0
6.22,61,84,6,1,2,0
6.05,79,69,3,0,3,0
5.51,73,55,7,1,4,0
5.41,50,61,7,2,4,1
5.84,63,60,7,2,2,1
6.49,83,72,6,0,1,0
9.15,75,85,3,2,3,1
6.67,78,67,4,2,4,0
7.38,75,42,3,0,1,0
7.6,94,69,8,0,3,1
7.33,73,69,4,1,5,0
7.12,64,69,5,1,6,1
6.0,56,63,6,0,3,0
8.65,73,74,7,0,1,1
9.01,33,72,6,0,2,0
5.52,67,71,5,4,2,1
6.18,66,77,5,2,2,1
6.92,49,66,5,1,3,0
6.24,56,65,3,3,3,1
7.71,82,89,7,1,1,1
6.47,73,79,5,2,5,1
9.37,71,82,2,0,4,0
8.39,74,87,7,1,3,0
7.41,71,78,5,0,6,0
8.23,88,84,7,1,4,1
8.31,71,51,7,0,6,1
6.64,48,74,6,0,2,1
6.38,94,69,2,0,2,0
7.28,75,93,4,1,3,1
8.06,61,84,7,2,3,1
7.34,51,63,7,1,2,0
5.62,75,76,5,2,4,1
6.4,68,74,4,2,0,0
7.13,93,77,3,1,4,1
7.12,64,58,8,0,3,0
9.17,57,76,3,3,4,1
5.81,83,69,3,0,3,0
7.71,83,75,5,2,6,1
8.69,72,62,4,1,2,1
9.47,80,64,7,1,6,0
6.8,69,87,1,0,1,0
7.69,73,58,1,1,4,0
7.77,87,59,5,3,3,1
7.4,79,71,5,2,5,1
7.1,67,61,3,3,4,0
7.64,90,60,5,0,5,0
4.67,34,73,4,1,1,0
7.88,100,52,7,0,5,1
7.33,44,58,1,3,2,0
6.98,60,98,8,0,0,0
9.25,69,77,5,1,2,1
6.53,67,62,3,3,3,0
6.8,85,77,2,1,4,1
9.19,54,79,5,1,2,0
6.37,73,84,4,0,1,0
6.65,61,70,4,1,4,0
7.05,74,84,4,3,6,1
8.04,69,45,5,1,4,0
7.41,71,58,5,0,4,0
5.91,61,74,2,0,3,0
6.67,62,76,5,0,4,0
6.59,74,60,6,1,6,0
7.12,84,75,3,0,3,0
7.63,61,63,7,1,3,1
7.62,56,68,5,1,5,0
5.42,79,85,8,2,6,1
8.26,69,83,3,0,1,0
7.45,82,59,8,2,3,1
8.58,56,58,5,1,4,1
7.64,43,66,5,1,3,0
8.3,62,71,5,4,3,1
7.67,58,63,1,0,4,0
8.55,68,85,7,1,2,0
7.72,60,76,5,0,2,0
7.1,81,77,3,1,6,0
9.47,65,55,1,1,4,0
8.09,72,87,2,0,5,0
7.77,72,35,5,2,5,0
5.92,72,82,5,1,4,0
5.91,69,84,5,2,5,0
7.49,77,66,4,0,2,1
7.35,58,88,5,0,4,1
6.59,90,71,5,2,3,1
7.34,66,72,1,0,4,0
8.79,50,76,4,2,2,0
7.9,72,100,2,0,2,0
6.06,57,89,7,0,2,0
7.09,79,81,6,2,4,1
6.4,100,60,8,2,6,1
6.81,58,73,4,1,6,1
6.79,74,61,7,3,2,1
6.72,43,82,5,2,2,1
5.94,76,73,5,1,0,0
7.07,56,57,3,4,3,0
6.64,60,73,6,2,5,1
4.27,53,60,7,1,5,0
9.25,80,73,4,1,2,1
8.29,85,60,3,3,2,1
6.82,70,72,5,0,2,0
7.22,57,81,8,0,3,0
6.03,93,71,6,0,5,1
8.9,58,66,4,0,4,1
9.1,37,74,4,0,4,0
7.36,76,81,4,2,3,0
8.22,53,57,7,2,2,1
7.38,84,75,6,0,2,1
5.86,64,89,5,2,0,0
6.79,79,79,4,1,4,0
7.33,91,72,7,1,5,1
6.75,51,80,5,1,4,0
6.98,61,77,8,3,1,1
7.11,68,81,5,0,4,0
7.12,93,45,6,0,0,1
7.25,60,51,6,0,1,0
6.14,61,85,4,2,3,0
6.48,77,52,8,2,3,0
5.92,61,77,1,0,5,1
8.18,72,67,6,0,4,1
5.09,46,59,8,2,2,0
8.35,100,76,4,2,2,1
8.59,49,74,5,1,2,1
6.9,65,99,5,2,1,0
4.6,69,63,6,4,2,1
6.84,98,90,7,0,4,1
7.14,50,76,5,1,2,0
6.19,99,63,6,0,5,1
6.68,81,82,4,2,3,0
8.73,76,79,3,1,2,0
7.86,55,72,4,0,3,0
6.28,78,75,5,2,4,0
5.6,59,64,3,2,3,0
